"","x"
"5280","Colony Forming Unit-Monocytes"
"5281","Erythroid_CD34- CD71+ GlyA+"
"5282","Hematopoietic stem cells_CD133+ CD34dim"
"5283","Erythroid_CD34+ CD71+ GlyA-"
"5284","Hematopoietic stem cells_CD133+ CD34dim"
"5285","Hematopoietic stem cells_CD133+ CD34dim"
"5286","Common myeloid progenitors"
"5287","Megakaryocyte/erythroid progenitors"
"5288","Megakaryocyte/erythroid progenitors"
"5289","Common myeloid progenitors"
"5290","Hematopoietic stem cells_CD133+ CD34dim"
"5291","Erythroid_CD34+ CD71+ GlyA-"
"5292","Megakaryocyte/erythroid progenitors"
"5293","Erythroid_CD34+ CD71+ GlyA-"
"5294","Hematopoietic stem cells_CD133+ CD34dim"
"5295","Hematopoietic stem cells_CD133+ CD34dim"
"5296","Common myeloid progenitors"
"5297","Hematopoietic stem cells_CD133+ CD34dim"
"5298","Hematopoietic stem cells_CD133+ CD34dim"
"5299","Common myeloid progenitors"
"5300","Common myeloid progenitors"
"5301","Hematopoietic stem cells_CD133+ CD34dim"
"5302","Erythroid_CD34+ CD71+ GlyA-"
"5303","Erythroid_CD34+ CD71+ GlyA-"
"5304","Colony Forming Unit-Monocytes"
"5305","Hematopoietic stem cells_CD133+ CD34dim"
"5306","Plasmacytoid Dendritic Cells"
"5307","Early B cells"
"5308","Mature B cells class switched"
"5309","Hematopoietic stem cells_CD133+ CD34dim"
"5310","Early B cells"
"5311","Hematopoietic stem cells_CD133+ CD34dim"
"5312","Plasmacytoid Dendritic Cells"
"5313","Hematopoietic stem cells_CD133+ CD34dim"
"5314","Hematopoietic stem cells_CD133+ CD34dim"
"5315","Early B cells"
"5316","Common myeloid progenitors"
"5317","Hematopoietic stem cells_CD133+ CD34dim"
"5318","Erythroid_CD34+ CD71+ GlyA-"
"5319","Common myeloid progenitors"
"5320","Hematopoietic stem cells_CD133+ CD34dim"
"5321","Common myeloid progenitors"
"5322","Hematopoietic stem cells_CD133+ CD34dim"
"5323","Plasmacytoid Dendritic Cells"
"5324","Common myeloid progenitors"
"5325","Common myeloid progenitors"
"5326","Hematopoietic stem cells_CD133+ CD34dim"
"5327","Early B cells"
"5328","Hematopoietic stem cells_CD133+ CD34dim"
"5329","Common myeloid progenitors"
"5330","Megakaryocyte/erythroid progenitors"
"5331","Erythroid_CD34+ CD71+ GlyA-"
"5332","Early B cells"
"5333","Hematopoietic stem cells_CD133+ CD34dim"
"5334","Hematopoietic stem cells_CD133+ CD34dim"
"5335","Hematopoietic stem cells_CD133+ CD34dim"
"5336","Erythroid_CD34+ CD71+ GlyA-"
"5337","Hematopoietic stem cells_CD133+ CD34dim"
"5338","Erythroid_CD34- CD71+ GlyA-"
"5339","Erythroid_CD34+ CD71+ GlyA-"
"5340","Hematopoietic stem cells_CD133+ CD34dim"
"5341","Hematopoietic stem cells_CD133+ CD34dim"
"5342","Early B cells"
"5343","Hematopoietic stem cells_CD133+ CD34dim"
"5344","Hematopoietic stem cells_CD133+ CD34dim"
"5345","Erythroid_CD34- CD71+ GlyA+"
"5346","Hematopoietic stem cells_CD133+ CD34dim"
"5347","Early B cells"
"5348","Hematopoietic stem cells_CD133+ CD34dim"
"5349","Erythroid_CD34+ CD71+ GlyA-"
"5350","Hematopoietic stem cells_CD133+ CD34dim"
"5351","Hematopoietic stem cells_CD133+ CD34dim"
"5352","Hematopoietic stem cells_CD133+ CD34dim"
"5353","Common myeloid progenitors"
"5354","Hematopoietic stem cells_CD133+ CD34dim"
"5355","Common myeloid progenitors"
"5356","Erythroid_CD34- CD71+ GlyA-"
"5357","Hematopoietic stem cells_CD133+ CD34dim"
"5358","Plasmacytoid Dendritic Cells"
"5359","Hematopoietic stem cells_CD133+ CD34dim"
"5360","Common myeloid progenitors"
"5361","Hematopoietic stem cells_CD133+ CD34dim"
"5362","Hematopoietic stem cells_CD133+ CD34dim"
"5363","Naïve B cells"
"5364","Common myeloid progenitors"
"5365","Erythroid_CD34+ CD71+ GlyA-"
"5366","Hematopoietic stem cells_CD133+ CD34dim"
"5367","Hematopoietic stem cells_CD133+ CD34dim"
"5368","Hematopoietic stem cells_CD133+ CD34dim"
"5369","Hematopoietic stem cells_CD133+ CD34dim"
"5370","Hematopoietic stem cells_CD133+ CD34dim"
"5371","Hematopoietic stem cells_CD133+ CD34dim"
"5372","Common myeloid progenitors"
"5373","Megakaryocyte/erythroid progenitors"
"5374","Hematopoietic stem cells_CD133+ CD34dim"
"5375","Erythroid_CD34+ CD71+ GlyA-"
"5376","Hematopoietic stem cells_CD133+ CD34dim"
"5377","Monocytes"
"5378","Hematopoietic stem cells_CD133+ CD34dim"
"5379","Erythroid_CD34+ CD71+ GlyA-"
"5380","Common myeloid progenitors"
"5381","Hematopoietic stem cells_CD133+ CD34dim"
"5382","Megakaryocyte/erythroid progenitors"
"5383","Hematopoietic stem cells_CD133+ CD34dim"
"5384","Early B cells"
"5385","Hematopoietic stem cells_CD133+ CD34dim"
"5386","Hematopoietic stem cells_CD133+ CD34dim"
"5387","Megakaryocyte/erythroid progenitors"
"5388","Hematopoietic stem cells_CD133+ CD34dim"
"5389","Plasmacytoid Dendritic Cells"
"5390","Megakaryocyte/erythroid progenitors"
"5391","Hematopoietic stem cells_CD133+ CD34dim"
"5392","Myeloid Dendritic Cells"
"5393","Common myeloid progenitors"
"5394","Erythroid_CD34- CD71+ GlyA-"
"5395","Hematopoietic stem cells_CD133+ CD34dim"
"5396","Erythroid_CD34+ CD71+ GlyA-"
"5397","Hematopoietic stem cells_CD133+ CD34dim"
"5398","Plasmacytoid Dendritic Cells"
"5399","Megakaryocyte/erythroid progenitors"
"5400","Hematopoietic stem cells_CD133+ CD34dim"
"5401","Erythroid_CD34+ CD71+ GlyA-"
"5402","Common myeloid progenitors"
"5403","Hematopoietic stem cells_CD133+ CD34dim"
"5404","Erythroid_CD34+ CD71+ GlyA-"
"5405","Hematopoietic stem cells_CD133+ CD34dim"
"5406","Colony Forming Unit-Monocytes"
"5407","Megakaryocyte/erythroid progenitors"
"5408","Hematopoietic stem cells_CD133+ CD34dim"
"5409","Common myeloid progenitors"
"5410","Hematopoietic stem cells_CD133+ CD34dim"
"5411","Common myeloid progenitors"
"5412","Megakaryocyte/erythroid progenitors"
"5413","Hematopoietic stem cells_CD38- CD34+"
"5414","Hematopoietic stem cells_CD133+ CD34dim"
"5415","Hematopoietic stem cells_CD133+ CD34dim"
"5416","Hematopoietic stem cells_CD133+ CD34dim"
"5417","Hematopoietic stem cells_CD133+ CD34dim"
"5418","Early B cells"
"5419","Hematopoietic stem cells_CD133+ CD34dim"
"5420","Hematopoietic stem cells_CD133+ CD34dim"
"5421","Colony Forming Unit-Monocytes"
"5422","Early B cells"
"5423","Hematopoietic stem cells_CD133+ CD34dim"
"5424","Megakaryocyte/erythroid progenitors"
"5425","Early B cells"
"5426","Hematopoietic stem cells_CD133+ CD34dim"
"5427","Erythroid_CD34+ CD71+ GlyA-"
"5428","Common myeloid progenitors"
"5429","Megakaryocyte/erythroid progenitors"
"5430","Hematopoietic stem cells_CD133+ CD34dim"
"5431","Granulocyte/monocyte progenitors"
"5432","Hematopoietic stem cells_CD133+ CD34dim"
"5433","Erythroid_CD34+ CD71+ GlyA-"
"5434","Common myeloid progenitors"
"5435","Erythroid_CD34+ CD71+ GlyA-"
"5436","Hematopoietic stem cells_CD133+ CD34dim"
"5437","Common myeloid progenitors"
"5438","Common myeloid progenitors"
"5439","Hematopoietic stem cells_CD133+ CD34dim"
"5440","Common myeloid progenitors"
"5441","Megakaryocyte/erythroid progenitors"
"5442","Hematopoietic stem cells_CD133+ CD34dim"
"5443","Megakaryocyte/erythroid progenitors"
"5444","Hematopoietic stem cells_CD38- CD34+"
"5445","Common myeloid progenitors"
"5446","Common myeloid progenitors"
"5447","Hematopoietic stem cells_CD133+ CD34dim"
"5448","Myeloid Dendritic Cells"
"5449","Common myeloid progenitors"
"5450","Hematopoietic stem cells_CD133+ CD34dim"
"5451","Hematopoietic stem cells_CD133+ CD34dim"
"5452","Monocytes"
"5453","Erythroid_CD34+ CD71+ GlyA-"
"5454","Common myeloid progenitors"
"5455","Hematopoietic stem cells_CD133+ CD34dim"
"5456","Common myeloid progenitors"
"5457","Megakaryocyte/erythroid progenitors"
"5458","Erythroid_CD34+ CD71+ GlyA-"
"5459","Hematopoietic stem cells_CD133+ CD34dim"
"5460","Hematopoietic stem cells_CD133+ CD34dim"
"5461","Megakaryocyte/erythroid progenitors"
"5462","Hematopoietic stem cells_CD133+ CD34dim"
"5463","Common myeloid progenitors"
"5464","Erythroid_CD34+ CD71+ GlyA-"
"5465","Hematopoietic stem cells_CD133+ CD34dim"
"5466","Erythroid_CD34+ CD71+ GlyA-"
"5467","Hematopoietic stem cells_CD133+ CD34dim"
"5468","Hematopoietic stem cells_CD133+ CD34dim"
"5469","CD4+ Effector Memory"
"5470","Early B cells"
"5471","Hematopoietic stem cells_CD133+ CD34dim"
"5472","Erythroid_CD34+ CD71+ GlyA-"
"5473","Hematopoietic stem cells_CD133+ CD34dim"
"5474","Hematopoietic stem cells_CD133+ CD34dim"
"5475","Erythroid_CD34+ CD71+ GlyA-"
"5476","Hematopoietic stem cells_CD133+ CD34dim"
"5477","Hematopoietic stem cells_CD133+ CD34dim"
"5478","Common myeloid progenitors"
"5479","Erythroid_CD34- CD71lo GlyA+"
"5480","Erythroid_CD34- CD71lo GlyA+"
"5481","Hematopoietic stem cells_CD133+ CD34dim"
"5482","Hematopoietic stem cells_CD133+ CD34dim"
"5483","Hematopoietic stem cells_CD133+ CD34dim"
"5484","Common myeloid progenitors"
"5485","Hematopoietic stem cells_CD133+ CD34dim"
"5486","Common myeloid progenitors"
"5487","Megakaryocyte/erythroid progenitors"
"5488","Hematopoietic stem cells_CD133+ CD34dim"
"5489","Hematopoietic stem cells_CD133+ CD34dim"
"5490","Common myeloid progenitors"
"5491","Hematopoietic stem cells_CD133+ CD34dim"
"5492","Hematopoietic stem cells_CD133+ CD34dim"
"5493","Hematopoietic stem cells_CD133+ CD34dim"
"5494","Hematopoietic stem cells_CD133+ CD34dim"
"5495","Common myeloid progenitors"
"5496","Megakaryocyte/erythroid progenitors"
"5497","Hematopoietic stem cells_CD133+ CD34dim"
"5498","Hematopoietic stem cells_CD133+ CD34dim"
"5499","Erythroid_CD34- CD71lo GlyA+"
"5500","Hematopoietic stem cells_CD133+ CD34dim"
"5501","Early B cells"
"5502","Hematopoietic stem cells_CD133+ CD34dim"
"5503","Early B cells"
"5504","Erythroid_CD34+ CD71+ GlyA-"
"5505","Megakaryocyte/erythroid progenitors"
"5506","Megakaryocyte/erythroid progenitors"
"5507","Hematopoietic stem cells_CD133+ CD34dim"
"5508","Hematopoietic stem cells_CD133+ CD34dim"
"5509","Common myeloid progenitors"
"5510","Hematopoietic stem cells_CD133+ CD34dim"
"5511","Megakaryocyte/erythroid progenitors"
"5512","Erythroid_CD34- CD71+ GlyA+"
"5513","Early B cells"
"5514","Hematopoietic stem cells_CD133+ CD34dim"
"5515","Hematopoietic stem cells_CD133+ CD34dim"
"5516","Megakaryocyte/erythroid progenitors"
"5517","Hematopoietic stem cells_CD133+ CD34dim"
"5518","Early B cells"
"5519","Erythroid_CD34- CD71lo GlyA+"
"5520","Hematopoietic stem cells_CD133+ CD34dim"
"5521","Naïve B cells"
"5522","Common myeloid progenitors"
"5523","Common myeloid progenitors"
"5524","Erythroid_CD34+ CD71+ GlyA-"
"5525","Hematopoietic stem cells_CD133+ CD34dim"
"5526","Hematopoietic stem cells_CD133+ CD34dim"
"5527","Common myeloid progenitors"
"5528","Hematopoietic stem cells_CD133+ CD34dim"
"5529","Hematopoietic stem cells_CD133+ CD34dim"
"5530","Early B cells"
"5531","Common myeloid progenitors"
"5532","Hematopoietic stem cells_CD133+ CD34dim"
"5533","Erythroid_CD34+ CD71+ GlyA-"
"5534","Colony Forming Unit-Monocytes"
"5535","Hematopoietic stem cells_CD133+ CD34dim"
"5536","Hematopoietic stem cells_CD133+ CD34dim"
"5537","Early B cells"
"5538","Megakaryocyte/erythroid progenitors"
"5539","Hematopoietic stem cells_CD133+ CD34dim"
"5540","Hematopoietic stem cells_CD133+ CD34dim"
"5541","Hematopoietic stem cells_CD133+ CD34dim"
"5542","Erythroid_CD34- CD71+ GlyA+"
"5543","Early B cells"
"5544","Erythroid_CD34- CD71lo GlyA+"
"5545","Hematopoietic stem cells_CD133+ CD34dim"
"5546","Megakaryocyte/erythroid progenitors"
"5547","Hematopoietic stem cells_CD133+ CD34dim"
"5548","Hematopoietic stem cells_CD133+ CD34dim"
"5549","Hematopoietic stem cells_CD133+ CD34dim"
"5550","Hematopoietic stem cells_CD133+ CD34dim"
"5551","Erythroid_CD34+ CD71+ GlyA-"
"5552","Hematopoietic stem cells_CD133+ CD34dim"
"5553","Erythroid_CD34+ CD71+ GlyA-"
"5554","Hematopoietic stem cells_CD133+ CD34dim"
"5555","Common myeloid progenitors"
"5556","Hematopoietic stem cells_CD133+ CD34dim"
"5557","Hematopoietic stem cells_CD133+ CD34dim"
"5558","Erythroid_CD34+ CD71+ GlyA-"
"5559","Hematopoietic stem cells_CD133+ CD34dim"
"5560","Common myeloid progenitors"
"5561","Erythroid_CD34- CD71+ GlyA+"
"5562","Common myeloid progenitors"
"5563","Common myeloid progenitors"
"5564","Hematopoietic stem cells_CD133+ CD34dim"
"5565","Hematopoietic stem cells_CD133+ CD34dim"
"5566","Common myeloid progenitors"
"5567","Hematopoietic stem cells_CD133+ CD34dim"
"5568","Hematopoietic stem cells_CD133+ CD34dim"
"5569","Granulocyte/monocyte progenitors"
"5570","Common myeloid progenitors"
"5571","Erythroid_CD34+ CD71+ GlyA-"
"5572","Hematopoietic stem cells_CD133+ CD34dim"
"5573","Erythroid_CD34+ CD71+ GlyA-"
"5574","Erythroid_CD34+ CD71+ GlyA-"
"5575","Common myeloid progenitors"
"5576","Hematopoietic stem cells_CD133+ CD34dim"
"5577","Common myeloid progenitors"
"5578","Hematopoietic stem cells_CD133+ CD34dim"
"5579","Hematopoietic stem cells_CD133+ CD34dim"
"5580","Hematopoietic stem cells_CD133+ CD34dim"
"5581","Hematopoietic stem cells_CD133+ CD34dim"
"5582","Hematopoietic stem cells_CD133+ CD34dim"
"5583","Colony Forming Unit-Monocytes"
"5584","Hematopoietic stem cells_CD133+ CD34dim"
"5585","Hematopoietic stem cells_CD133+ CD34dim"
"5586","Erythroid_CD34+ CD71+ GlyA-"
"5587","Hematopoietic stem cells_CD133+ CD34dim"
"5588","Hematopoietic stem cells_CD133+ CD34dim"
"5589","Erythroid_CD34- CD71+ GlyA+"
"5590","Hematopoietic stem cells_CD133+ CD34dim"
"5591","Hematopoietic stem cells_CD133+ CD34dim"
"5592","Common myeloid progenitors"
"5593","Hematopoietic stem cells_CD133+ CD34dim"
"5594","Erythroid_CD34+ CD71+ GlyA-"
"5595","Hematopoietic stem cells_CD133+ CD34dim"
"5596","Common myeloid progenitors"
"5597","Hematopoietic stem cells_CD133+ CD34dim"
"5598","Early B cells"
"5599","Erythroid_CD34+ CD71+ GlyA-"
"5600","Erythroid_CD34+ CD71+ GlyA-"
"5601","Early B cells"
"5602","Hematopoietic stem cells_CD133+ CD34dim"
"5603","Hematopoietic stem cells_CD133+ CD34dim"
"5604","Plasmacytoid Dendritic Cells"
"5605","Early B cells"
"5606","Hematopoietic stem cells_CD133+ CD34dim"
"5607","Hematopoietic stem cells_CD133+ CD34dim"
"5608","Erythroid_CD34+ CD71+ GlyA-"
"5609","Common myeloid progenitors"
"5610","Hematopoietic stem cells_CD133+ CD34dim"
"5611","Hematopoietic stem cells_CD133+ CD34dim"
"5612","Hematopoietic stem cells_CD133+ CD34dim"
"5613","Colony Forming Unit-Monocytes"
"5614","Naïve B cells"
"5615","Erythroid_CD34+ CD71+ GlyA-"
"5616","Erythroid_CD34+ CD71+ GlyA-"
"5617","Early B cells"
"5618","Hematopoietic stem cells_CD133+ CD34dim"
"5619","Hematopoietic stem cells_CD133+ CD34dim"
"5620","Early B cells"
"5621","Erythroid_CD34- CD71+ GlyA+"
"5622","Hematopoietic stem cells_CD133+ CD34dim"
"5623","Erythroid_CD34+ CD71+ GlyA-"
"5624","Early B cells"
"5625","Hematopoietic stem cells_CD133+ CD34dim"
"5626","Erythroid_CD34+ CD71+ GlyA-"
"5627","Common myeloid progenitors"
"5628","Hematopoietic stem cells_CD133+ CD34dim"
"5629","Hematopoietic stem cells_CD133+ CD34dim"
"5630","Hematopoietic stem cells_CD133+ CD34dim"
"5631","Common myeloid progenitors"
"5632","Erythroid_CD34+ CD71+ GlyA-"
"5633","Hematopoietic stem cells_CD133+ CD34dim"
"5634","Hematopoietic stem cells_CD133+ CD34dim"
"5635","Myeloid Dendritic Cells"
"5636","Hematopoietic stem cells_CD133+ CD34dim"
"5637","Erythroid_CD34- CD71lo GlyA+"
"5638","Erythroid_CD34+ CD71+ GlyA-"
"5639","Hematopoietic stem cells_CD133+ CD34dim"
"5640","Hematopoietic stem cells_CD133+ CD34dim"
"5641","Plasmacytoid Dendritic Cells"
"5642","Megakaryocyte/erythroid progenitors"
"5643","Hematopoietic stem cells_CD133+ CD34dim"
"5644","Common myeloid progenitors"
"5645","Common myeloid progenitors"
"5646","Hematopoietic stem cells_CD133+ CD34dim"
"5647","Early B cells"
"5648","Plasmacytoid Dendritic Cells"
"5649","Megakaryocyte/erythroid progenitors"
"5650","Erythroid_CD34+ CD71+ GlyA-"
"5651","Erythroid_CD34- CD71lo GlyA+"
"5652","Hematopoietic stem cells_CD133+ CD34dim"
"5653","Megakaryocyte/erythroid progenitors"
"5654","Hematopoietic stem cells_CD133+ CD34dim"
"5655","Erythroid_CD34+ CD71+ GlyA-"
"5656","Erythroid_CD34+ CD71+ GlyA-"
"5657","Hematopoietic stem cells_CD133+ CD34dim"
"5658","Hematopoietic stem cells_CD133+ CD34dim"
"5659","Hematopoietic stem cells_CD133+ CD34dim"
"5660","Erythroid_CD34+ CD71+ GlyA-"
"5661","Hematopoietic stem cells_CD133+ CD34dim"
"5662","Early B cells"
"5663","Common myeloid progenitors"
"5664","Common myeloid progenitors"
"5665","Plasmacytoid Dendritic Cells"
"5666","Hematopoietic stem cells_CD133+ CD34dim"
"5667","Common myeloid progenitors"
"5668","Erythroid_CD34- CD71+ GlyA+"
"5669","Erythroid_CD34+ CD71+ GlyA-"
"5670","Hematopoietic stem cells_CD133+ CD34dim"
"5671","Colony Forming Unit-Monocytes"
"5672","Hematopoietic stem cells_CD133+ CD34dim"
"5673","Erythroid_CD34+ CD71+ GlyA-"
"5674","Hematopoietic stem cells_CD133+ CD34dim"
"5675","Erythroid_CD34+ CD71+ GlyA-"
"5676","Early B cells"
"5677","Early B cells"
"5678","Hematopoietic stem cells_CD133+ CD34dim"
"5679","Erythroid_CD34- CD71+ GlyA+"
"5680","Common myeloid progenitors"
"5681","Erythroid_CD34+ CD71+ GlyA-"
"5682","Hematopoietic stem cells_CD133+ CD34dim"
"5683","Hematopoietic stem cells_CD133+ CD34dim"
"5684","Common myeloid progenitors"
"5685","Common myeloid progenitors"
"5686","Colony Forming Unit-Monocytes"
"5687","Hematopoietic stem cells_CD133+ CD34dim"
"5688","Colony Forming Unit-Monocytes"
"5689","Common myeloid progenitors"
"5690","Common myeloid progenitors"
"5691","Hematopoietic stem cells_CD133+ CD34dim"
"5692","Hematopoietic stem cells_CD133+ CD34dim"
"5693","Hematopoietic stem cells_CD133+ CD34dim"
"5694","Early B cells"
"5695","Hematopoietic stem cells_CD133+ CD34dim"
"5696","Colony Forming Unit-Monocytes"
"5697","Naïve B cells"
"5698","Hematopoietic stem cells_CD133+ CD34dim"
"5699","Megakaryocyte/erythroid progenitors"
"5700","Plasmacytoid Dendritic Cells"
"5701","Hematopoietic stem cells_CD133+ CD34dim"
"5702","Hematopoietic stem cells_CD133+ CD34dim"
"5703","Early B cells"
"5704","Early B cells"
"5705","Erythroid_CD34+ CD71+ GlyA-"
"5706","Common myeloid progenitors"
"5707","Early B cells"
"5708","Erythroid_CD34+ CD71+ GlyA-"
"5709","Hematopoietic stem cells_CD133+ CD34dim"
"5710","Early B cells"
"5711","Colony Forming Unit-Monocytes"
"5712","Early B cells"
"5713","Megakaryocyte/erythroid progenitors"
"5714","Early B cells"
"5715","Early B cells"
"5716","Hematopoietic stem cells_CD133+ CD34dim"
"5717","Hematopoietic stem cells_CD133+ CD34dim"
"5718","Hematopoietic stem cells_CD133+ CD34dim"
"5719","Erythroid_CD34+ CD71+ GlyA-"
"5720","Common myeloid progenitors"
"5721","Megakaryocyte/erythroid progenitors"
"5722","Common myeloid progenitors"
"5723","Common myeloid progenitors"
"5724","Early B cells"
"5725","Early B cells"
"5726","Hematopoietic stem cells_CD133+ CD34dim"
"5727","Erythroid_CD34+ CD71+ GlyA-"
"5728","Plasmacytoid Dendritic Cells"
"5729","Hematopoietic stem cells_CD133+ CD34dim"
"5730","Hematopoietic stem cells_CD133+ CD34dim"
"5731","Hematopoietic stem cells_CD133+ CD34dim"
"5732","Early B cells"
"5733","Common myeloid progenitors"
"5734","Hematopoietic stem cells_CD133+ CD34dim"
"5735","Erythroid_CD34- CD71+ GlyA+"
"5736","Colony Forming Unit-Monocytes"
"5737","Megakaryocyte/erythroid progenitors"
"5738","Hematopoietic stem cells_CD133+ CD34dim"
"5739","Erythroid_CD34+ CD71+ GlyA-"
"5740","Common myeloid progenitors"
"5741","Erythroid_CD34+ CD71+ GlyA-"
"5742","Plasmacytoid Dendritic Cells"
"5743","Hematopoietic stem cells_CD133+ CD34dim"
"5744","Hematopoietic stem cells_CD133+ CD34dim"
"5745","Hematopoietic stem cells_CD133+ CD34dim"
"5746","Monocytes"
"5747","Hematopoietic stem cells_CD133+ CD34dim"
"5748","Early B cells"
"5749","Erythroid_CD34+ CD71+ GlyA-"
"5750","Common myeloid progenitors"
"5751","Colony Forming Unit-Monocytes"
"5752","Erythroid_CD34+ CD71+ GlyA-"
"5753","Erythroid_CD34+ CD71+ GlyA-"
"5754","Hematopoietic stem cells_CD133+ CD34dim"
"5755","Hematopoietic stem cells_CD133+ CD34dim"
"5756","Hematopoietic stem cells_CD133+ CD34dim"
"5757","Hematopoietic stem cells_CD133+ CD34dim"
"5758","Hematopoietic stem cells_CD133+ CD34dim"
"5759","Hematopoietic stem cells_CD133+ CD34dim"
"5760","Megakaryocyte/erythroid progenitors"
"5761","Common myeloid progenitors"
"5762","Hematopoietic stem cells_CD133+ CD34dim"
"5763","Hematopoietic stem cells_CD133+ CD34dim"
"5764","Hematopoietic stem cells_CD133+ CD34dim"
"5765","Early B cells"
"5766","Hematopoietic stem cells_CD133+ CD34dim"
"5767","Erythroid_CD34+ CD71+ GlyA-"
"5768","Hematopoietic stem cells_CD133+ CD34dim"
"5769","Erythroid_CD34+ CD71+ GlyA-"
"5770","Erythroid_CD34+ CD71+ GlyA-"
"5771","Hematopoietic stem cells_CD133+ CD34dim"
